작성일,종목명,종목코드,제목,적정가격,평가의견,작성자,작성기관,세부내용
2018-04-10,삼성전자,005930,가치주 성장주 배당주,"3,500,000",Buy,어규진,이베스트증권,"삼성전자(005930)가치주 & 성장주 & 배당주1분기 실적 기대치 상회 2018년 영업이익 66조원 전망 투자의견 매수, 목표주가 3,500,000원 유지"
2018-04-10,삼성전자,005930,사상 최대 실적행진은 진행중,"3,500,000",Buy,"김영우,김효진",SK증권,삼성전자(005930)사상 최대 실적행진은 진행중사상 최대 실적행진은 진행중
2018-04-09,삼성전자,005930,1Q18 Review 1 예상을 깬 실적 신기록 행진,"3,300,000",Buy,이승우,유진투자증권,"삼성전자(005930)1Q18 Review (1): 예상을 깬 실적 신기록 행진1Q18 Review (1): 예상을 깬 실적 신기록 행진 1분기 잠정실적 영업이익은 예상 상회, 매출은 하회 2018년 실적은 매출 250조원, 영업이익 63.7조원 예상"
2018-04-09,삼성전자,005930,1분기 이어지는 실적 서프라이즈,"3,100,000",Buy,"황민성,이경호",삼성증권,삼성전자(005930)1분기: 이어지는 실적 서프라이즈1분기: 이어지는 실적 서프라이즈
2018-04-09,삼성전자,005930,1Q18에는 IM 부문 이익이 예상을 상회했을 듯,"3,000,000",Buy,송명섭,하이투자증권,삼성전자(005930)1Q18에는 IM 부문 이익이 예상을 상회했을 듯매수 투자의견 및 300만원의 적정주가 유지 1Q18 실적 서프라이즈는 IM 부문이 이끈 듯
2018-04-09,삼성전자,005930,1Q18 Review IM 실적 호조,"3,500,000",Buy,"도현우,서준현",NH투자증권,삼성전자(005930)1Q18 Review: IM 실적 호조1Q18 Review: IM 실적 호조
2018-04-09,삼성전자,005930,1분기 잠정실적 서프라이즈,"3,000,000",Buy,"김동원,황고운",KB증권,삼성전자(005930)1분기 잠정실적: 서프라이즈1분기 잠정실적: 서프라이즈
2018-04-09,삼성전자,005930,IM이 만든 Surprise 지속성은,"3,300,000",Buy,노근창,현대차투자증권,삼성전자(005930)IM이 만든 Surprise 지속성은?IM이 만든 Surprise 지속성은?
2018-04-09,삼성전자,005930,1분기 실적은 예상치 크게 상회,"3,300,000",Buy,"김운호,신우철",IBK투자증권,삼성전자(005930)1분기 실적은 예상치 크게 상회1분기 실적은 예상치 크게 상회
2018-04-09,삼성전자,005930,1Q18 잠정 실적 반도체와 IM 호조 창사 최대 실적 경신,"3,700,000",Buy,김양재,KTB투자증권,"삼성전자(005930)1Q18 잠정 실적: 반도체와 IM 호조, 창사 최대 실적 경신1Q18 잠정 실적: 반도체와 IM 호조, 창사 최대 실적 경신"
2018-04-09,삼성전자,005930,2Q18 영업이익 16 7조원 사상 최대실적 지속,"3,400,000",Buy,박유악,키움증권,"삼성전자(005930)2Q18 영업이익 16.7조원, 사상 최대실적 지속2Q18 영업이익 16.7조원, 사상 최대실적 지속"
2018-04-09,삼성전자,005930,1Q18 잠정실적 IM부문 서프라이즈,"3,100,000",Buy,"유종우,김정환",한국투자증권,"삼성전자(005930)1Q18 잠정실적, IM부문 서프라이즈1Q18 잠정실적, IM부문 서프라이즈"
2018-04-09,삼성전자,005930,1분기 잠정실적 발표 외부 변수에 흔들리지 말자,"3,300,000",Buy,"이순학,김정현",한화투자증권,삼성전자(005930)1분기 잠정실적 발표: 외부 변수에 흔들리지 말자1분기 잠정실적 발표: 외부 변수에 흔들리지 말자
2018-04-06,삼성전자,005930,원화강세 환경에서 방망이를 짧게 쥐자,"3,130,000",Buy,"김경민,박강호",대신증권,삼성전자(005930)원화강세 환경에서 방망이를 짧게 쥐자원화강세 환경에서 방망이를 짧게 쥐자
2018-04-03,삼성전자,005930,인텔의 25년 독주를 깨고 반도체 지존 등극,"3,300,000",Buy,이승우,유진투자증권,삼성전자(005930)인텔의 25년 독주를 깨고 반도체 지존 등극인텔의 25년 독주를 깨고 반도체 지존 등극
2018-04-02,삼성전자,005930,안정적인 실적 늘어나는 배당,"3,700,000",Buy,김양재,KTB투자증권,"삼성전자(005930)안정적인 실적, 늘어나는 배당안정적인 실적, 늘어나는 배당"
2018-03-30,삼성전자,005930,액면분할 후 긍정적 주가흐름 기대,"3,000,000",Buy,"김동원,황고운",KB증권,삼성전자(005930)액면분할 후 긍정적 주가흐름 기대액면분할 후 긍정적 주가흐름 기대
2018-03-30,삼성전자,005930,1Q18 영업이익 14 6조원 전망,"3,000,000",Buy,송명섭,하이투자증권,삼성전자(005930)1Q18 영업이익 14.6조원 전망 매수 투자의견 유지하나 적정주가 하향
2018-03-30,삼성전자,005930,실적개선에 액면분할은 덤,"3,100,000",Buy,"유종우,손승연",한국투자증권,삼성전자(005930)실적개선에 액면분할은 덤실적개선에 액면분할은 덤
2018-03-29,삼성전자,005930,업황대비 우려만 반영중,"3,200,000",Buy,"김록호,이진우",하나금융투자,삼성전자(005930)업황대비 우려만 반영중1Q18 Preview: 영업이익 14.7조원으로 컨센서스 부합 2018년 연간 영업이익 62.2조원 전망
2018-03-28,삼성전자,005930,디스플레이 IM 부문 실적 개선 기대,"3,500,000",Buy,"도현우,서준현",NH투자증권,"삼성전자(005930)디스플레이, IM 부문 실적 개선 기대디스플레이, IM 부문 실적 개선 기대"
2018-03-22,삼성전자,005930,상저하고에 대비하자,"3,800,000",Buy,이재윤,유안타증권,삼성전자(005930)상저하고에 대비하자2Q18 영업이익 15.5조원 전망
2018-03-20,삼성전자,005930,1분기 실적이 바닥이다,"3,300,000",Buy,노근창,현대차투자증권,삼성전자(005930)1분기 실적이 바닥이다1분기 실적이 바닥이다
2018-03-12,삼성전자,005930,무엇이 달라졌나요,"3,130,000",Buy,"김경민,박강호",대신증권,삼성전자(005930)무엇이 달라졌나요?무엇이 달라졌나요?
2018-03-12,삼성전자,005930,나 홀로 주가 약세 해소 기대,"3,300,000",Buy,이승우,유진투자증권,삼성전자(005930)나 홀로 주가 약세 해소 기대What’s New: 1분기 실적은 시장 눈높이 맞출 수 있을 것
2018-03-07,삼성전자,005930,2분기 실적개선을 반영할 시점,"3,000,000",Buy,"김동원,황고운",KB증권,삼성전자(005930)2분기 실적개선을 반영할 시점2분기 실적개선을 반영할 시점
2018-03-07,삼성전자,005930,2분기부터 다시 사상 최대 실적,"3,200,000",Buy,"최도연,임지용",신한금융투자,삼성전자(005930)2분기부터 다시 사상 최대 실적 디스플레이 일시 부진으로 1분기 영업이익 14.6조원(-4.0% QoQ) 전망  2분기부터 다시 사상 최대 실적 경신 전망  목표주가 320만원 유지. 디스플레이 실적 우려는 이미 주가에 충분히 반영
2018-03-07,삼성전자,005930,기대 반 우려 반,"3,300,000",Buy,"김윤호,신우철",IBK투자증권,"삼성전자(005930)기대 반, 우려 반기대 반, 우려 반"
2018-03-07,삼성전자,005930,내가 본디 조선의 4번타자,"3,500,000",Buy,어규진,이베스트증권,삼성전자(005930)내가 본디 조선의 4번타자!1분기 실적 기대치 충족 전망
2018-03-07,삼성전자,005930,DRAM 가격 상승과 Galaxy S9 판매 호조,"3,400,000",Buy,박유악,키움증권,삼성전자(005930)DRAM 가격 상승과 Galaxy S9 판매 호조DRAM 가격 상승과 Galaxy S9 판매 호조
2018-03-07,삼성전자,005930,선반영된 우려 이제는 매수 타이밍,"3,300,000",Buy,이순학,한화투자증권,"삼성전자(005930)선반영된 우려, 이제는 매수 타이밍선반영된 우려, 이제는 매수 타이밍"
2018-02-27,삼성전자,005930,반도체 조정은 깊지 않고 OLED는 6월부터 Jump Up,"3,500,000",Buy,김영우,SK증권,"삼성전자(005930)반도체 조정은 깊지 않고, OLED는 6월부터 Jump Up반도체 조정은 깊지 않고, OLED는 6월부터 Jump Up"
2018-02-26,삼성전자,005930,갤럭시S9 공개,"3,500,000",Buy,어규진,이베스트증권,삼성전자(005930)갤럭시S9 공개갤럭시S9 공개
2018-02-26,삼성전자,005930,단기적으로 주가에 영향을 가장 크게 주는 요인은 원 달러 환율이라고 판단,"3,130,000",Buy,"김경민,이수빈",대신증권,삼성전자(005930)단기적으로 주가에 영향을 가장 크게 주는 요인은 원/달러 환율이라고 판단단기적으로 주가에 영향을 가장 크게 주는 요인은 원/달러 환율이라고 판단
2018-02-23,삼성전자,005930,기술 리더쉽 상승,"3,500,000",Buy,"도현우,서준현",NH투자증권,삼성전자(005930)기술 리더쉽 상승기술 리더쉽 상승
2018-02-20,삼성전자,005930,주가에 반영된 악재,"3,100,000",Buy,"황민성,이경호",삼성증권,삼성전자(005930)주가에 반영된 악재주가에 반영된 악재
2018-02-09,삼성전자,005930,갤럭시S9 모멘텀 유효,"3,500,000",Buy,"이규하,도현우",NH투자증권,삼성전자(005930)갤럭시S9 모멘텀 유효갤럭시S9 모멘텀 유효
2018-02-07,삼성전자,005930,구원투수,"3,500,000",Buy,어규진,이베스트증권,삼성전자(005930)구원투수메모리는 부족하다
2018-02-06,삼성전자,005930,이재용 부회장 집행유예로 불확실성 제거 기대,"3,300,000",Buy,이승우,유진투자증권,"삼성전자(005930)이재용 부회장 집행유예로 불확실성 제거 기대What’s New: 이재용 부회장 2심에서 징역 2년6월, 집행유예 4년으로 석방"
2018-02-05,삼성전자,005930,주주 환원책 강화에 주목,"3,000,000",Buy,"김동원,남대종",KB증권,삼성전자(005930)주주 환원책 강화에 주목주주 환원책 강화에 주목
2018-02-01,삼성전자,005930,4분기 실적 주가 할인은 해소될 것,"3,100,000",Buy,"황민성,이경호",삼성증권,삼성전자(005930)4분기 실적: 주가 할인은 해소될 것● 4분기 부문별 실적은 기대치에 부합
2018-02-01,삼성전자,005930,우려가 선반영된 주가,"3,200,000",Buy,"최도연,임지용",신한금융투자,삼성전자(005930)우려가 선반영된 주가 1분기 영업이익 14.49조원(-4.3% QoQ) 전망  주주가치 제고 방안으로 액면분할 결정  우려가 선반영된 주가. 2018년에도 메모레 반도체 호황 지속될 전망
2018-02-01,삼성전자,005930,단기 전방수요 부진 vs 주주환원 강화,"3,300,000",Buy,"김선우,주민우",메리츠종금증권,삼성전자(005930)단기 전방수요 부진 vs 주주환원 강화분기 영업이익 증가 추세는 1Q18 에 잠시 중단  2Q18 부터 재개될 전망
2018-02-01,삼성전자,005930,비수기 실적이 액면분할 의미 감색,"3,200,000",Buy,"김경민,박강호",대신증권,"삼성전자(005930)비수기 실적이 액면분할 의미 감색 (減色)투자의견 매수, 6개월 목표주가 320만원 유지"
2018-02-01,삼성전자,005930,이제는 반등할 때,"3,800,000",Buy,이재윤,유안타증권,삼성전자(005930)이제는 반등할 때4Q17 영업이익 15.2조원 기록
2018-02-01,삼성전자,005930,액면분할 호재를 잠재운 OLED 악재,"3,300,000",Buy,이승우,유진투자증권,삼성전자(005930)액면분할 호재를 잠재운 OLED 악재액면분할 호재를 잠재운 OLED 악재
2018-02-01,삼성전자,005930,공격적인 주주환원 정책 지속,"3,500,000",Buy,도현우,NH투자증권,삼성전자(005930)공격적인 주주환원 정책 지속비수기 영향으로 1Q18 실적 둔화 예상
2018-02-01,삼성전자,005930,나도 이제 전자 주주 되나 봐,"3,500,000",Buy,어규진,이베스트증권,삼성전자(005930)나도 이제 전자 주주 되나 봐!나도 이제 전자 주주 되나 봐!
2018-02-01,삼성전자,005930,스마트폰 시장 둔화의 영향,"3,200,000",Buy,송명섭,하이투자증권,삼성전자(005930)스마트폰 시장 둔화의 영향스마트폰 시장 둔화의 영향
2018-02-01,삼성전자,005930,IPhone X이 반도체를 누르다,"3,300,000",Buy,노근창,현대차투자증권,"삼성전자(005930)IPhone X이 반도체를 누르다삼성전자의 6개월 목표주가를 340만원에서 330만원 (2018년 EPS에 P/E 10배, 2018년 BPS에 P/B 1.7배 적용한 산술 평균치)으로 하향하며 투자의견 BUY를 유지함. 삼성전자의 4분기 확정 매출액과 영업이익은 각각 66조원과 15.15조원을 기록하였고, 사업부별 영업 이익은 반도체 10.9조원, IM 2.4조원, DP 1.4조원 CE ..."
2018-02-01,삼성전자,005930,,"3,500,000",Buy,"김운호,신우철",IBK투자증권,삼성전자(005930)好事多魔4분기 사상 최대 실적
2018-02-01,삼성전자,005930,4Q17 Review 반도체만 같아라,"3,700,000",Buy,김양재,KTB투자증권,"삼성전자(005930)4Q17 Review: 반도체만 같아라4Q17 매출액 66.0조원, 영업이익 15.1조원 기록. 사측 계획을 상회하는 배당(2017E 계획 4.8조원 vs 실제 5.8조원)과 액면분할(50대 1) 결정 등 친주주정책 발표"
2018-02-01,삼성전자,005930,반도체 성장 지속 OLED는 기대치 하회,"3,400,000",Buy,박유악,키움증권,"삼성전자(005930)반도체 성장 지속, OLED는 기대치 하회4Q17 리뷰: Memory 반도체 가격 예상치 상회"
2018-02-01,삼성전자,005930,2년만의 실적 추정치 하향,"3,100,000",Buy,"유종우,김정환",한국투자증권,삼성전자(005930)2년만의 실적 추정치 하향DP부문 실적추정치 하향 반영해 2018년 전사 영업이익 60조원으로 하향
2018-02-01,삼성전자,005930,단기적인 감익은 불가피,"3,500,000",Buy,"이순학,김정현",한화투자증권,삼성전자(005930)단기적인 감익은 불가피4분기 실적은 내용 측면에서 양호
2018-02-01,삼성전자,005930,아쉬운 디스플레이 그래도 반도체가 있다,"3,200,000",Buy,"김록호,이진우",하나금융투자,"삼성전자(005930)아쉬운 디스플레이, 그래도 반도체가 있다4Q17 Review: 반도체 사업부 견조한 이익 재확인"
2018-01-22,삼성전자,005930,투자의견 Buy 목표주가 3 200 000원,"3,200,000",Buy,"김경민,이수빈",대신증권,"삼성전자(005930)투자의견 Buy. 목표주가 3,200,000원투자의견 Buy. 목표주가 3,200,000원"
2018-01-18,삼성전자,005930,새로운 강자,"3,500,000",Buy,"도현우,서준현",NH투자증권,삼성전자(005930)새로운 강자글로벌 반도체 업계에서 삼성전자의 영향력 상승 2018년 연간 영업이익 65.5조원으로 전년 대비 22% 증가 전망
2018-01-16,삼성전자,005930,제4차 산업혁명의 세계 1위 소재업체,"3,200,000",Buy,최도연,신한금융투자,삼성전자(005930)제4차 산업혁명의 세계 1위 소재업체1분기 영업이익 15.57조원(+3.1% QoQ)으로 최대 실적 전망 영업이익 15.57조원(+3.1%) 전망. 반도체와 IM이 1분기 실적 개선의 주요 동력
2018-01-16,삼성전자,005930,2020 IoT를 향하여,"3,200,000",Buy,"남대종,김동원",KB증권,"삼성전자(005930)2020 IoT를 향하여2020 IoT의 핵심은 연결성 차별화에 대한 희망 투자의견 Buy, 목표주가 320만원 유지"
2018-01-15,삼성전자,005930,막연한 우려 속 감춰진 명확한 가치,"3,400,000",Buy,김선우,메리츠종금증권,삼성전자(005930)막연한 우려 속 감춰진 명확한 가치현 주가는 메모리 업황에 대한 하드랜딩 시나리오를 일시적으로 반영
2018-01-15,삼성전자,005930,어디로 가던,"3,500,000",Buy,"어규진,유지웅",이베스트증권,"삼성전자(005930)어디로 가던 삼성전자AI, 스마트시티, IoT, 뭘 하든 필요한 건 빠른 데이터 처리 - 금번 CES 슬로건인 스마트시티, AI 등은 5G를 활용한 빠른 데이터 처리가 필수인 부분이고, 빠른 데이터의 저 장과 처리를 위해서는 서버 DRAM, SSD 등의 메모리가 필수적으로 필요한 사항 - DRAM, NAND 글로벌 1위 기업으로 데이터 중요 환경에 최대 수혜 업체"
2018-01-15,삼성전자,005930,낮아진 시장 기대치 부담 없는 주가,"3,400,000",Buy,박유악,키움증권,"삼성전자(005930)낮아진 시장 기대치, 부담 없는 주가◎1Q18 영업이익 15.2조원 전망, 비수기에도 안정적 •원/달러 환율 하락(-30원 QoQ) 가정해도 소폭의 증가 예상 •반도체: 매출액 21.4조원(-1%QoQ), 영업이익 11.1조원(+4%QoQ)"
2018-01-11,삼성전자,005930,Apple은 카메라 삼성은 디스플레이,"3,400,000",Buy,노근창,현대차투자증권,"삼성전자(005930)Apple은 카메라, 삼성은 디스플레이- 삼성전자에 대해 6개월 목표주가 340만원 (2018년 EPS에 P/E 10배, 2018년 BPS에 P/B 1.7배 적용한 산술 평균치)에 투자의견 BUY를 유지함"
2018-01-10,삼성전자,005930,4분기 잠정실적 반도체에 가려진 점들,"3,100,000",Buy,"황민성,이경호",삼성증권,"삼성전자(005930)4분기 잠정실적: 반도체에 가려진 점들● 4분기 잠정실적(매출 66조, 영업이익 15.1조)은 기대치와 컨센서스를 하회하였음. ● 환율을 감안해도 반도체는 기대이상이나, 기타부문의 약세와 비용상승이 배경. ● 모멘텀은 제한적이나 성장가능성과 환원, Valuation으로 매수의견과 목표가 310만원 유지"
2018-01-10,삼성전자,005930,4Q17 잠정실적 낮아진 눈높이 대비 하회,"3,300,000",Buy,"김경민,박강호",대신증권,"삼성전자(005930)4Q17 잠정실적, 낮아진 눈높이 대비 하회6개월 목표주가 330만원, 잔여이익모델 기준 적정가치 500만원 유지 - 4Q17 잠정실적(영업이익)이 당사 추정치에 하회하지만 목표주가 종전대로 유지 - 원화강세가 기업가치의 근본적 훼손을 유발하지 않는다고 판단하기 때문"
2018-01-10,삼성전자,005930,4분기 잠정실적 불확실성 해소,"3,200,000",Buy,"김동원,남대종",KB증권,"삼성전자(005930)4분기 잠정실적: 불확실성 해소삼성전자 4분기 잠정실적은 매출액 66조원, 영업이익 15.1조원 (+4% QoQ, +64% YoY, 영업이익률 22.9%)으로 KB증권 추정치 (15.5조원) 및 컨센서스 영업이익 (15.8조원)을 소폭 하회하였다."
2018-01-10,삼성전자,005930,1Q18 영업이익 14 9조원 전망,"3,200,000",Buy,송명섭,하이투자증권,삼성전자(005930)1Q18 영업이익 14.9조원 전망삼성전자 4Q17 영업이익은 15.1조원을 기록하여 낮아진 시장 기대치 역시 하회했다.
2018-01-10,삼성전자,005930,4Q17 잠정 실적 환율 영향으로 컨센서스 하회,"3,700,000",Buy,김양재,KTB투자증권,"삼성전자(005930)4Q17 잠정 실적: 환율 영향으로 컨센서스 하회4Q17 잠정실적은 매출액 66.0조원, 영업이익 15.1조원 기록. 영업이익 기준, 당사와 시장 추정치를 하회하는 실적. 원화 강세와 Set 사업 부진, 인센티브 반영 영향"
2018-01-10,삼성전자,005930,환율이 발목을 잡고 있다,"3,500,000",Buy,"김운호,신우철",IBK투자증권,"삼성전자(005930)환율이 발목을 잡고 있다4Q17 Preview: 매출 66.0조원(+6.4%QQ), 영업이익 15.1조원(+4.0%QQ) 예상 -4분기 실적: 매출 66.0원, 영업이익 15.1조억 원으로 역대 최대 실적 달성 기대 -환율 및 성과급 지급에 따른 1회성 비용이 주요 변수"
2018-01-09,삼성전자,005930,중장기 매수 접근 유효,"3,800,000",Buy,이재윤,유안타증권,"삼성전자(005930)중장기 매수 접근 유효4Q17 영업이익 15.5조원 전망 지난 4분기 연결기준 매출액과 영업이익은 각각 66조원(YoY 24%, QoQ 6%), 15.5조원(YoY 69%, QoQ 7%, OPM 24%)으로 추정한다."
2018-01-08,삼성전자,005930,투자의견 BUY 목표주가 3 300 000,"3,300,000",Buy,"김경민,이수빈",대신증권,"삼성전자(005930)투자의견 BUY. 목표주가 3,300,000투자의견 BUY. 목표주가 3,300,000"
2018-01-03,삼성전자,005930,2018년 영업이익 64 7조원 예상,"3,300,000",Buy,이승우,유진투자증권,"삼성전자(005930)2018년 영업이익 64.7조원 예상4분기 실적 예상치를 매출 65.4조원, 영업이익 15.7조원으로 기존 추정치(매출 66.4조원, 영업이 익 16.2조원) 대비 소폭 하향 조정한다. 사업부별 영업이익은 반도체 10.9조원, DP 1.7조원, IM 2.6조원, CE 0.5조원을 예상한다."
2018-01-03,삼성전자,005930,반도체 파운드리 사업은 온돌 역할 o 스윙 팩터 x,"3,300,000",Buy,김경민,대신증권,"삼성전자(005930)반도체 파운드리 사업은 온돌 역할(o), 스윙 팩터(x)반도체 파운드리 사업은 온돌 역할(o), 스윙 팩터(x)"
2018-01-02,제일기획,030000,4Q17 Preview 아쉬운 4분기 18년은 삼성전자 M A 효과를 기대하자,"24,000",Buy,"이남준,주윤혜",KTB투자증권,"제일기획(030000)4Q17 Preview: 아쉬운 4분기. ‘18년은 삼성전자 M&A 효과를 기대하자■ Investment Point - 4Q17E 매출총이익 2,887억원(YoY +3.5%), 영업이익 570억원(YoY +4.6%) 전망. 영업이익 컨센서스 631억원에는 하회할 것"
2017-12-26,삼성전자,005930,단기적인 아쉬움은 잊고 내년을 보자,"3,500,000",Buy,"이순학,김정현",한화투자증권,"삼성전자(005930)단기적인 아쉬움은 잊고 , 내년을 보자단기적인 아쉬움은 잊고 , 내년을 보자"
2017-12-22,삼성전자,005930,4분기 사상 최대 실적 기대,"3,500,000",Buy,"김운호,신우철",IBK투자증권,삼성전자(005930)4분기 사상 최대 실적 기대2018년 반도체/디스플레이/모바일 기상도(맑음/맑음/흐림)
2017-12-22,삼성전자,005930,Wafer와 Chip 모두 부족하다,"3,400,000",Buy,노근창,현대차투자증권,"삼성전자(005930)Wafer와 Chip 모두 부족하다삼성전자에 대해 6개월 목표주가 340만원 (2018년 EPS에 P/E 10배, 2018년 BPS에 P/B 1.7배 적용한 산술 평균치)에 투자의견 BUY를 유지함."
2017-12-21,삼성전자,005930,4분기 preview 영업이익 15 5조원 예상,"3,200,000",Buy,"김동원,남대종",KB증권,"삼성전자(005930)4분기 preview: 영업이익 15.5조원 예상삼성전자 4분기 매출액 68.4조원, 영업이익 15.5조원 (+7% QoQ, +69% YoY, OPM 22.7%)으로 컨센서스 영업이익 (16.3조원)을 하회할 전망이다."
2017-12-20,삼성전자,005930,4Q17 Preview 성과급과 환율 영향으로 예상 하회할 듯,"3,250,000",Buy,"유종우,김정환",한국투자증권,"삼성전자(005930)4Q17 Preview: 성과급과 환율 영향으로 예상 하회할 듯4분분기 매출액 68.1조원, 영업이익 15.3조원 예상"
2017-12-18,삼성전자,005930,주가 조정은 기회,"3,700,000",Buy,김양재,KTB투자증권,삼성전자(005930)주가 조정은 기회2018년 IT 산업 주요 이슈 및 업황 점검을 통한 투자 아이디어 제시
2017-12-15,삼성전자,005930,4Q 추정 영업이익 15 9조원으로 조정,"3,300,000",Buy,김경민,대신증권,삼성전자(005930)4Q 추정 영업이익 15.9조원으로 조정4Q 추정 영업이익 15.9조원으로 조정
2017-12-12,삼성전자,005930,실적 프리뷰 4분기 영업이익 16 2조원 예상,"3,500,000",Buy,이승우,유진투자증권,삼성전자(005930)실적 프리뷰: 4분기 영업이익 16.2조원 예상실적 프리뷰: 4분기 영업이익 16.2조원 예상
2017-12-11,삼성전자,005930,주가 조정은 기회,"3,700,000",Buy,김양재,KTB투자증권,삼성전자(005930)주가 조정은 기회2018년 IT 산업 주요 이슈 및 업황 점검을 통한 투자 아이디어 제시
2017-12-08,삼성전자,005930,Re rating을 기대하며,"3,100,000",Buy,황민성,삼성증권,삼성전자(005930)Re-rating을 기대하며Re-rating을 기대하며
2017-12-07,삼성전자,005930,안정적인 성장은 지속,"3,200,000",Buy,남대종,KB증권,"삼성전자(005930)안정적인 성장은 지속2018년 실적은 매출액 270조원 (+12% YoY), 영업이익 63조원 (+15% YoY)으로 성장을 지속할 것으로 예상한다"
2017-12-06,삼성전자,005930,2018년 영업이익 68조원 전망,"3,500,000",매수,최도연,신한금융투자,삼성전자(005930)2018년 영업이익 68조원 전망2018년 영업이익 68조원 전망
2017-12-04,삼성전자,005930,반도체 실적 증가세 지속 전망,"3,400,000",매수,도현우,미래에셋대우,삼성전자(005930)■ 반도체 실적 증가세 지속 전망■ 반도체 실적 증가세 지속 전망
2017-12-04,삼성전자,005930,막연한 우려 속 감춰진 명확한 가치,"3,400,000",Buy,김선우,메리츠종금증권,삼성전자(005930)막연한 우려 속 감춰진 명확한 가치막연한 우려 속 감춰진 명확한 가치
2017-12-04,삼성전자,005930,가벼울 때 바구니에 쓱 담자,"3,300,000",Buy,김경민,대신증권,삼성전자(005930)가벼울 때 바구니에 쓱 담자가벼울 때 바구니에 쓱 담자
2017-12-04,삼성전자,005930,의심할 여지 없는 실적,"3,500,000",Buy,어규진,이베스트증권,삼성전자(005930)의심할 여지 없는 실적의심할 여지 없는 실적
2017-12-04,삼성전자,005930,저가 매수 기회,"3,500,000",Buy,이순학,한화투자증권,삼성전자(005930)저가 매수 기회저가 매수 기회
2017-12-04,삼성전자,005930,공포에 가려져 있는 Fundamental의 상승,"3,800,000",Buy,박유악,키움증권,삼성전자(005930)공포에 가려져 있는 Fundamental의 상승공포에 가려져 있는 Fundamental의 상승
2017-11-29,삼성전자,005930,DRAM 공급의 과대평가와 NAND 수요의 과소평가,"3,500,000",Buy,박유악,키움증권,삼성전자(005930)DRAM 공급의 과대평가와 NAND 수요의 과소평가DRAM 공급의 과대평가와 NAND 수요의 과소평가
2017-11-28,삼성전자,005930,업황 점검,"3,400,000",Buy,"도현우,이수연",미래에셋대우,삼성전자(005930)업황 점검반도체 실적 증가세 지속 전망
2017-11-28,삼성전자,005930,과도한 급락,"3,500,000",Buy,어규진,이베스트증권,삼성전자(005930)과도한 급락전일 주가 급락
2017-11-22,삼성전자,005930,반도체 AMOLED,"3,500,000",매수,김운호,IBK투자증권,삼성전자(005930)반도체 AMOLED 帝王반도체 AMOLED 帝王
2017-11-20,삼성전자,005930,내년 이익 증가와 주주환원정책 강화,"3,400,000",Buy,송명섭,하이투자증권,삼성전자(005930)내년 이익 증가와 주주환원정책 강화내년 이익 증가와 주주환원정책 강화
2017-11-15,삼성전자,005930,2018년 영업이익 증가 지속,"3,400,000",Buy,도현우,미래에셋대우,삼성전자(005930)2018년 영업이익 증가 지속2018년 영업이익 증가 지속
2017-11-14,삼성전자,005930,모바일 디스플레이의 지배자,"3,500,000",Buy,이승우,유진투자증권,삼성전자(005930)모바일 디스플레이의 지배자모바일 디스플레이의 지배자
2017-11-14,삼성전자,005930,중장기로 편안하다,"3,200,000",Buy,김록호,하나금융투자,삼성전자(005930)중장기로 편안하다중장기로 편안하다
2017-11-13,삼성전자,005930,낙마주의,"3,500,000",Buy,어규진,이베스트증권,삼성전자(005930)낙마주의3분기 IM의 선전
2017-11-07,솔브레인홀딩스,036830,솔브레인 삼성전자가 선택한 반도체 소재 파트너,"87,000",Buy,이승우,유진투자증권,솔브레인(036830)삼성전자가 선택한 반도체 소재 파트너 삼성전자가 선택한 반도체 소재주
2017-11-07,삼성전자,005930,안 가지고 있을 이유가 없는 주식,"3,500,000",Buy,이승우,유진투자증권,"삼성전자(005930)안 가지고 있을 이유가 없는 주식 주주환원은 강화되었고, 경영진은 젊어졌다."
2017-11-02,삼성전자,005930,배당 확대가 포인트,"3,400,000",Buy,도현우,미래에셋대우,삼성전자(005930)배당 확대가 포인트■ 4Q17 영업이익 큰 폭 증가 예상
2017-11-02,삼성전자,005930,준비된 선물로 ROE 20 완성,"3,300,000",Buy,김경민,대신증권,삼성전자(005930)준비된 선물로 ROE 20% 완성!준비된 선물로 ROE 20% 완성!
2017-11-02,삼성물산,000830,삼성전자 배당 확대로 이익추정치 상향,"180,000",Buy,김한이,KTB투자증권,삼성물산(000830)삼성전자 배당 확대로 이익추정치 상향삼성전자 배당 확대로 이익추정치 상향
2017-11-01,삼성전자,005930,3분기 실적 주주환원과 긍정적 방향성,"3,100,000",Buy,황민성,삼성증권,삼성전자(005930)3분기 실적: 주주환원과 긍정적 방향성3분기 실적: 주주환원과 긍정적 방향성
2017-11-01,삼성화재,000810,주주환원 여력과 삼성전자 지분가치의 조합,"350,000",매수,정길원,미래에셋대우,삼성화재(000810)주주환원 여력과 삼성전자 지분가치의 조합주주환원 여력과 삼성전자 지분가치의 조합
2017-11-01,삼성전자,005930,배당 확대가 포인트,"3,400,000",매수,도현우,미래에셋대우,삼성전자(005930)배당 확대가 포인트배당 확대가 포인트
2017-11-01,삼성전자,005930,긍정적인 두 가지 체질변화,"3,400,000",Buy,김선우,메리츠종금증권,삼성전자(005930)긍정적인 두 가지 체질변화긍정적인 두 가지 체질변화
